Symbol,Name,ISIN,Exchange,Sector,Series
GILT5YBEES,RELCAPAMC - NETFGILT5Y,INF204KC1030,NSE,Unknown,EQ
GINNIFILA,GINNIFILAMENTS LTD.,INE424C01010,NSE,Unknown,BE
GIPCL,GUJ IND POW CO - DEP RS,INE162A01010,NSE,Unknown,BE
GIRIRAJ,GIRIRAJ CIVIL DEVP LTD,INE614Z01017,NSE,Unknown,SM
GITANJALI,GITANJALI GEMS LIMITED,INE346H01014,NSE,Unknown,BE
GKENERGY,GK ENERGY LIMITED,INE1AG301022,NSE,Unknown,BE
GKWLIMITED,GKW LIMITED,INE528A01020,NSE,Unknown,BE
GLAND,GLAND PHARMA LIMITED,INE068V01023,NSE,Unknown,BE
GLAXO,GLAXOSMITHKLINE PHARMA LT,INE159A01016,NSE,Unknown,BE
GLENMARK,GLENMARK PHARMACEUTICALS,INE935A01035,NSE,Unknown,BE
GLFL,GUJARAT LEASE FINANCING L,INE540A01017,NSE,Unknown,BE
GLOBABOARD,GLOBAL BOARDS LTD,INE085D01017,NSE,Unknown,BE
GLOBAL,GLOBAL EDUCATION LIMITED,INE291W01011,NSE,Unknown,SM
GLOBAL,GLOBAL EDUCATION LIMITED,INE291W01037,NSE,Unknown,BE
GLOBALE,GLOBALE TESSILE LIMITED,INE0URU01010,NSE,Unknown,BE
GLOBALPET,GLOBAL PET INDUSTRIES LTD,INE0PS501019,NSE,Unknown,SM
GLOBALVECT,GLOBAL VEC HELICORP LTD,INE792H01019,NSE,Unknown,BE
GLOBE,GLOBE TEXTILES (I) LTD.,INE581X01013,NSE,Unknown,SM
GLOBE,GLOBE TEXTILES (I) LTD.,INE581X01021,NSE,Unknown,BE
GLOBECIVIL,GLOBE CIVIL PROJECTS LTD,INE0V3U01015,NSE,Unknown,BE
GLOBOFFS,GLOBAL OFFSHORE SERV LTD,INE446C01013,NSE,Unknown,BE
GLOBUSSPR,GLOBUS SPIRITS LTD,INE615I01010,NSE,Unknown,BE
GLOSTERLTD,GLOSTER LIMITED,INE350Z01018,NSE,Unknown,BE
GMDCLTD,GUJARAT MINERAL DEV CORP,INE131A01031,NSE,Unknown,BE
GML,GALAXY MEDICARE LIMITED,INE09A801015,NSE,Unknown,SM
GMMPFAUDLR,GMM PFAUDLER LIMITED,INE541A01023,NSE,Unknown,BE
GMRAIRPORT,GMR AIRPORTS LIMITED,INE776C01039,NSE,Unknown,BE
GMRPUI,GMR POW AND URBAN INFRA L,INE0CU601026,NSE,Unknown,BE
GMRVASAVI,GMR TECHNOLOGIES & INDUST,INE353B01013,NSE,Unknown,BE
GMSIND,G M S INDUSTRIES (I) LTD,INE549201015,NSE,Unknown,EQ
GNA,GNA AXLES LIMITED,INE934S01014,NSE,Unknown,BE
GNFC,GUJ NAR VAL FER & CHEM L,INE113A01013,NSE,Unknown,BE
GOACARBON,GOA CARBON LIMITED,INE426D01013,NSE,Unknown,BE
GOCLCORP,GOCL CORPORATION LIMITED,INE077F01035,NSE,Unknown,BE
GOCOLORS,GO FASHION INDIA LTD,INE0BJS01011,NSE,Unknown,BE
GODAVARIB,GODAVARI BIOREFINERIES L,INE497S01012,NSE,Unknown,BE
GODFRYPHLP,GODFREY PHILIPS-DEPO,INE260B01028,NSE,Unknown,BE
GODHA,GODHA CABCON INSULAT LTD,INE925Y01010,NSE,Unknown,SM
GODHA,GODHA CABCON INSULAT LTD,INE925Y01036,NSE,Unknown,BE
GODIGIT,GO DIGIT GENERAL INS LTD,INE03JT01014,NSE,Unknown,BE
GOENKA,GOENKA DIAMOND&JEWELS LTD,INE516K01024,NSE,Unknown,BE
GOKEX,GOKALDAS EXPORTS LTD.,INE887G01027,NSE,Unknown,BE
GOKUL,GOKUL REFOILS & SOLV LTD,INE020J01029,NSE,Unknown,BE
GOKULAGRO,GOKUL AGRO RESOURCES LTD,INE314T01025,NSE,Unknown,BE
GOLD1,KOTAK GOLD ETF,INF174KA1HJ8,NSE,Unknown,EQ
GOLD360,360ONEAMC - GOLD360,INF579M01BB5,NSE,Unknown,EQ
GOLDBEES,NIP IND ETF GOLD BEES,INF204KB17I5,NSE,Unknown,EQ
GOLDCASE,ZERODHAAMC - GOLDCASE,INF0R8F01042,NSE,Unknown,EQ
GOLDENTOBC,GOLDEN TOBACCO LIMITED,INE973A01010,NSE,Unknown,BE
GOLDETF,MIRAEAMC - MAGOLDETF,INF769K01JP9,NSE,Unknown,EQ
GOLDETFADD,DSPAMC - DSPGOLDETF,INF740KA1SW3,NSE,Unknown,EQ
GOLDIAM,GOLDIAM INTERNATIONAL LTD,INE025B01025,NSE,Unknown,BE
GOLDIETF,ICICI PRUDENTIAL GOLD ETF,INF109KC1NT3,NSE,Unknown,EQ
GOLDKART,GOLDKART JEWELS LIMITED,INE06MH01016,NSE,Unknown,SM
GOLDSTAR,GOLDSTAR POWER LIMITED,INE405Y01021,NSE,Unknown,SM
GOLDTECH,AION-TECH SOLUTIONS LTD,INE805A01014,NSE,Unknown,BE
GONTERPEIP,GONTERMANN PEIPERS DEPO,INE530A01018,NSE,Unknown,BE
GOODLUCK,GOODLUCK INDIA LIMITED,INE127I01024,NSE,Unknown,BE
GOODRICKE,GOODRICKE GRP LTD,INE300A01016,NSE,Unknown,BE
GOODVALUE,GOOD VALUE MARKETING CO.,INE097901016,NSE,Unknown,EQ
GOODYEAR,GOODYEAR INDIA LIMITED,INE533A01012,NSE,Unknown,BE
GOPAL,GOPAL SNACKS LIMITED,INE0L9R01028,NSE,Unknown,BE
GORDONHERB,GORDON HERBERT LTD,INE098401016,NSE,Unknown,EQ
GOVINRUBER,GOVIND RUBBER-ROLL SETT,INE011C01015,NSE,Unknown,BE
GOYALALUM,GOYAL ALUMINIUMS LIMITED,INE705X01026,NSE,Unknown,BE
GOYALSALT,GOYAL SALT LIMITED,INE0QFE01017,NSE,Unknown,SM
GPECO,GP ECO SOLUTIONS INDIA L,INE0S7E01015,NSE,Unknown,SM
GPIL,GODAWARI POW & ISP LTD,INE177H01039,NSE,Unknown,BE
GPTHEALTH,GPT HEALTHCARE LIMITED,INE486R01017,NSE,Unknown,BE
GPTINFRA,GPT INFRAPROJECTS LTD,INE390G01014,NSE,Unknown,BE
GRANDFONRY,GRAND FOUNDRY LTD,INE534A01010,NSE,Unknown,BE
GRANULES,GRANULES INDIA LIMITED,INE101D01020,NSE,Unknown,BE
GRAPCOMIN,GRAPCO MINING AND CO. LTD,INE099401015,NSE,Unknown,EQ
GRAPHISAD,GRAPHISADS LIMITED,INE0POU01017,NSE,Unknown,SM
GRAPHITE,GRAPHITE INDIA LTD,INE371A01025,NSE,Unknown,BE
GRASIM,GRASIM-DEPO SETT,INE047A01021,NSE,Unknown,BE
GRAUWEIL,GRAUER & WEIL IND LTD,INE266D01021,NSE,Unknown,BE
GRAVITA,GRAVITA INDIA LIMITED,INE024L01027,NSE,Unknown,BE
GRCL,GAYATRI RUBB AND CHEM LTD,INE0LVM01018,NSE,Unknown,SM
GRINDWELL,GRINDWELL NORTON LIMITED,INE536A01023,NSE,Unknown,BE
GRINFRA,G R INFRAPROJECTS LIMITED,INE201P01022,NSE,Unknown,BE
GRINWELNOR,GRINDWELL NORTON LTD.,INE536A01015,NSE,Unknown,BE
GRMOVER,GRM OVERSEAS LIMITED,INE192H01020,NSE,Unknown,BE
GROBTEA,THE GROB TEA COMPANY LTD,INE646C01018,NSE,Unknown,BE
GROWWDEFNC,GROWWAMC - GROWWDEFNC,INF666M01IO8,NSE,Unknown,EQ
GROWWEV,GROWWAMC - GROWWEV,INF666M01IH2,NSE,Unknown,EQ
GROWWGOLD,GROWWAMC - GROWWGOLD,INF666M01IW1,NSE,Unknown,EQ
GROWWLIQID,GROWWAMC - GROWWLIQID,INF666M01IP5,NSE,Unknown,EQ
GROWWLOVOL,GROWWAMC - GROWWLOVOL,INF666M01LB9,NSE,Unknown,EQ
GROWWMOM50,GROWWAMC - GROWWMOM50,INF666M01KJ4,NSE,Unknown,EQ
GROWWN200,GROWWAMC - GROWWN200,INF666M01JV1,NSE,Unknown,EQ
GROWWNET,GROWWAMC - GROWWNET,INF666M01LI4,NSE,Unknown,EQ
GROWWNIFTY,GROWWAMC - GROWWNIFTY,INF666M01LL8,NSE,Unknown,EQ
GROWWNXT50,GROWWAMC - GROWWNXT50,INF666M01LZ8,NSE,Unknown,EQ
GROWWPOWER,GROWWAMC - GROWWPOWER,INF666M01LM6,NSE,Unknown,EQ
GROWWRAIL,GROWWAMC - GROWWRAIL,INF666M01JJ6,NSE,Unknown,EQ
GROWWSLVR,GROWWAMC - GROWWSLVR,INF666M01LA1,NSE,Unknown,EQ
GRPLTD,GRP LIMITED,INE137I01015,NSE,Unknown,BE
GRSE,GARDEN REACH SHIP&ENG LTD,INE382Z01011,NSE,Unknown,BE
GSCLCEMENT,GUJARAT SIDHEE CEM. LTD.,INE542A01039,NSE,Unknown,BE
GSEC10ABSL,BIRLASLAMC - GSEC10ABSL,INF209KC1142,NSE,Unknown,EQ
GSEC10IETF,ICICIPRAMC - ICICI10GS,INF109KC18O0,NSE,Unknown,EQ
GSEC10YEAR,MIRAEAMC - MAGS813ETF,INF769K01KF8,NSE,Unknown,EQ
GSEC5IETF,ICICIPRAMC - ICICI5GSEC,INF109KC14A8,NSE,Unknown,EQ
GSFC,GSFC - DEPO SETT,INE026A01025,NSE,Unknown,BE
GSL,GSL (I) LTD,INE184901010,NSE,Unknown,EQ
GSLSU,GLOBAL SURFACES LIMITED,INE0JSX01015,NSE,Unknown,BE
GSMFOILS,GSM FOILS LIMITED,INE0SQY01018,NSE,Unknown,SM
GSPL,GUJARAT STATE PETRO LTD,INE246F01010,NSE,Unknown,BE
GSS,GSS INFOTECH LIMITED,INE871H01011,NSE,Unknown,BE
GSTL,GLOBESECURE TECHNO LTD,INE00WS01056,NSE,Unknown,SM
GTECJAINX,G-TEC JAINX EDUCATION LTD,INE586X01012,NSE,Unknown,BE
GTL,GTL LTD,INE043A01012,NSE,Unknown,BE
GTLINFRA,GTL INFRA.LTD,INE221H01019,NSE,Unknown,BE
GTNIND,GTN INDUSTRIES LIMITED,INE537A01013,NSE,Unknown,BE
GTNTEX,GTN TEXTILES LIMITED,INE302H01017,NSE,Unknown,BE
GTPL,GTPL HATHWAY LIMITED,INE869I01013,NSE,Unknown,BE
GUFICBIO,GUFIC BIOSCIENCES LTD.,INE742B01025,NSE,Unknown,BE
GUJALKALI,GUJRAT AL & CHEMICALS LTD,INE186A01019,NSE,Unknown,BE
GUJAPOLLO,GUJ. APOLLO IND. LTD.,INE826C01016,NSE,Unknown,BE
GUJBOROSIL,GUJARATBOROSIL-ROLL SETT,INE059C01014,NSE,Unknown,BE
GUJCOTEX,GUJARAT COTEX LTD,INE452201010,NSE,Unknown,EQ
GUJGASLTD,GUJARAT GAS LIMITED,INE844O01030,NSE,Unknown,BE
GUJOPTICAL,GUJARAT OPTICAL COMM LTD,INE452401016,NSE,Unknown,EQ
GUJRAFFIA,GUJARAT RAFFIA INDUST LTD,INE610B01024,NSE,Unknown,BE
GUJRATTELE,GUJARAT TELEPHONE CABLES,INE261B01018,NSE,Unknown,EQ
GUJRATTELE,GUJARAT TELEPHONE CABLES,INE452601011,NSE,Unknown,BE
GUJTHEM,GUJARAT THEMIS BIOSYN LTD,INE942C01045,NSE,Unknown,BE
GUJTHEMIS,GUJARAT THEMIS BIOSYN LTD,INE183701015,NSE,Unknown,EQ
GULFOILLUB,GULF OIL LUB. IND. LTD.,INE635Q01029,NSE,Unknown,BE
GULFPETRO,GP PETROLEUMS LIMITED,INE586G01017,NSE,Unknown,BE
GULPOLY,GULSHAN POLYOLS LIMITED,INE255D01024,NSE,Unknown,BE
GURUNANAK,GURUNANAK AGRICULTUR IN L,INE1CCX01012,NSE,Unknown,SM
GVKPIL,GVK POW. & INFRA LTD.,INE251H01024,NSE,Unknown,BE
GVPIL,GE POWER INDIA LIMITED,INE878A01011,NSE,Unknown,BE
GVPTECH,GVP INFOTECH LIMITED,INE382T01030,NSE,Unknown,BE
GVTD,GE VERNOVA T&D INDIA LTD,INE200A01026,NSE,Unknown,BE
HAL,HINDUSTAN AERONAUTICS LTD,INE066F01020,NSE,Unknown,BE
HARDWYN,HARDWYN INDIA LIMITED,INE626Z01029,NSE,Unknown,BE
HARIAEXPO,HARIAEXPORTS-ROLL SETT,INE772B01014,NSE,Unknown,BE
HARIGCRANK,HARIG CRANKSHAFTS LTD,INE180501012,NSE,Unknown,EQ
HARIOMPIPE,HARIOM PIPE INDUSTRIES L,INE00EV01017,NSE,Unknown,BE
HARITASEAT,HARITA SEATING SYS. LTD,INE939D01015,NSE,Unknown,BE
HARRMALAYA,HARRISONS MALAYALAM,INE544A01019,NSE,Unknown,BE
HARSHA,HARSHA ENGINEERS INT LTD,INE0JUS01029,NSE,Unknown,BE
HARYANPETR,HARYANA PETROCHEMICALS LT,INE174901012,NSE,Unknown,EQ
HATHWAY,HATHWAY CABLE & DATACOM,INE982F01036,NSE,Unknown,BE
HATSUN,HATSUN AGRO PRODUCT LTD.,INE473B01035,NSE,Unknown,BE
HAVELLS,HAVELLSINDIA,INE176B01034,NSE,Unknown,BE
HAVISHA,SRI HAVISHA HOSP & INFR L,INE293B01029,NSE,Unknown,BE
HAWKINCOOK,HAWKINSCOOKERS-ROLL SETT,INE979B01015,NSE,Unknown,BE
HBLENGINE,HBL ENGINEERING LTD,INE292B01021,NSE,Unknown,BE
HBSL,HB STOCKHOLDINGS LIMITED,INE550B01022,NSE,Unknown,BE
HCC,HINDUSTAN CONSTRUC,INE549A01026,NSE,Unknown,BE
HCG,HEALTHCARE GLOB. ENT. LTD,INE075I01017,NSE,Unknown,BE
HCLTECH,HCL TECHNOLOGIES LTD,INE860A01027,NSE,Unknown,BE
HDBFS,HDB FINANCIAL SERVICES L,INE756I01012,NSE,Unknown,BE
HDFC,HDFC LTD- DEPO SETT.,INE001A01036,NSE,Unknown,BE
HDFCAMC,HDFC AMC LIMITED,INE127D01025,NSE,Unknown,BE
HDFCBANK,HDFC BANK-DEPO. SETT.,INE040A01034,NSE,Unknown,BE
HDFCBSE500,HDFCAMC - HDFCBSE500,INF179KC1EZ4,NSE,Unknown,EQ
HDFCGOLD,HDFC GOLD ETF,INF179KC1981,NSE,Unknown,EQ
HDFCGROWTH,HDFCAMC - HDFCGROWTH,INF179KC1DJ0,NSE,Unknown,EQ
HDFCLIFE,HDFC LIFE INS CO LTD,INE795G01014,NSE,Unknown,BE
HDFCLIQUID,HDFCAMC - HDFCLIQUID,INF179KC1JG3,NSE,Unknown,EQ
HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,INF179KC1HU8,NSE,Unknown,EQ
HDFCMID150,HDFCAMC - HDFCMID150,INF179KC1HT0,NSE,Unknown,EQ
HDFCMOMENT,HDFCAMC - HDFCMOMENT,INF179KC1HV6,NSE,Unknown,EQ
HDFCNEXT50,HDFCAMC - HDFCNEXT50,INF179KC1HS2,NSE,Unknown,EQ
HDFCNIF100,HDFCAMC - HDFCNIF100,INF179KC1HR4,NSE,Unknown,EQ
HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,INF179KC1HY0,NSE,Unknown,EQ
HDFCNIFIT,HDFCAMC - HDFCNIFIT,INF179KC1IA8,NSE,Unknown,EQ
HDFCNIFTY,HDFCAMC - HDFCNIFTY,INF179KC1965,NSE,Unknown,EQ
HDFCPSUBK,HDFCAMC HDFCPSUBK,INF179KC1HW4,NSE,Unknown,EQ
HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,INF179KC1HZ7,NSE,Unknown,EQ
HDFCQUAL,HDFCAMC - HDFCQUAL,INF179KC1DL6,NSE,Unknown,EQ
HDFCSENSEX,HDFCAMC - HDFCSENSEX,INF179KC1HX2,NSE,Unknown,EQ
HDFCSILVER,HDFCAMC - HDFCSILVER,INF179KC1DI2,NSE,Unknown,EQ
HDFCSML250,HDFCAMC - HDFCSML250,INF179KC1FB2,NSE,Unknown,EQ
HDFCVALUE,HDFCAMC - HDFCVALUE,INF179KC1DK8,NSE,Unknown,EQ
HDIL,HOUSING DEV & INFRA LTD,INE191I01012,NSE,Unknown,BE
HEADSUP,HEADS UP VENTURES LIMITED,INE759V01019,NSE,Unknown,BE
HEALTHADD,DSPAMC - HEALTHADD,INF740KA1UF4,NSE,Unknown,EQ
HEALTHIETF,ICICIPRAMC - ICICIPHARM,INF109KC1Q72,NSE,Unknown,EQ
HEALTHY,BIRLASLAMC - HEALTHY,INF209KB10C2,NSE,Unknown,EQ
HECPROJECT,HEC INFRA PROJECTS LTD,INE558R01013,NSE,Unknown,BE
HEG,HEG LIMITED,INE545A01024,NSE,Unknown,BE
HEIDELBERG,HEIDELBERGCEMENT (I) LTD,INE578A01017,NSE,Unknown,BE
HEMIPROP,HEMISPHERE PROP IND LTD,INE0AJG01018,NSE,Unknown,BE
HERANBA,HERANBA INDUSTRIES LTD,INE694N01015,NSE,Unknown,BE
HERBETSON,HERBETSONS LTD,INE176301013,NSE,Unknown,BE
HERCULES,HERCULES HOI. LTD.,INE688E01024,NSE,Unknown,BE
HERDIOXIDE,HERDILLIA OXIDES & ELECTR,INE176501018,NSE,Unknown,EQ
HERITGFOOD,HERITAGE FOODS LTD,INE978A01027,NSE,Unknown,BE
HEROMOTOCO,HERO MOTOCORP LIMITED,INE158A01026,NSE,Unknown,BE
HESTERBIO,HESTER BIOSCIENCES LTD,INE782E01017,NSE,Unknown,BE
HEUBACHIND,HEUBACH COLORANTS IND LTD,INE492A01029,NSE,Unknown,BE
HEXATRADEX,HEXA TRADEX LIMITED,INE750M01017,NSE,Unknown,BE
HEXT,HEXAWARE TECHNOLOGIES LTD,INE093A01041,NSE,Unknown,BE
HFCL,HFCL LIMITED,INE548A01028,NSE,Unknown,BE
HGINFRA,H.G.INFRA ENGINEERING LTD,INE926X01010,NSE,Unknown,BE
HGM,HANDSON GBL MNGMNT LTD,INE596H01014,NSE,Unknown,BE
HGS,HINDUJA GLOBAL SOLS. LTD.,INE170I01016,NSE,Unknown,BE
HIGHGROUND,HIGH GROUND ENTP LTD,INE361M01021,NSE,Unknown,BE
HIKAL,HIKALLIMITED,INE475B01022,NSE,Unknown,BE
HILINFRA,HIGHWAY INFRASTRUCTURE L,INE00RL01028,NSE,Unknown,BE
HILTON,HILTON METAL FORGING LTD,INE788H01017,NSE,Unknown,BE
HIMADCHEM,HIMADRI CHEMICALS AND IND,INE019C01026,NSE,Unknown,EQ
HIMATSEIDE,HIMATSIN SEIDE-DEPO SETT,INE049A01027,NSE,Unknown,BE
HINDALCO,HINDALCO - DEPO. SETT,INE038A01020,NSE,Unknown,BE
HINDCOMPOS,HINDUSTAN COMPOSITES LTD,INE310C01029,NSE,Unknown,BE
HINDCON,HINDCON CHEMICALS LIMITED,INE642Y01029,NSE,Unknown,BE
HINDCON,HINDCON CHEMICALS LIMITED,INE642Y01011,NSE,Unknown,SM
HINDIND,HIND INDUSTRIES-ROLL SETT,INE675B01019,NSE,Unknown,BE
HINDIND,HIND INDUSTRIES LTD,INE173501011,NSE,Unknown,EQ
HINDINDCHM,HINDUSTAN INDUSTRIAL CHEM,INE169201014,NSE,Unknown,EQ
HINDMOTORS,HINDUSTAN MOTORS LIMITED,INE253A01025,NSE,Unknown,BE
HINDNATGLS,HIND NATL GLASS & IND LTD,INE952A01022,NSE,Unknown,BE
HINDNITRO,HINDUSTAN NITROPROD GUJRA,INE169501017,NSE,Unknown,EQ
HINDOILEXP,HINDOILEXP,INE345A01011,NSE,Unknown,BE
HINDPETRO,HIND. PETROLEUM - DEP. RS,INE094A01015,NSE,Unknown,BE
HINDPHOTO,HINDUSTAN PHOTO FILMS MFG,INE453901014,NSE,Unknown,EQ
HINDSYNTEX,HIND SYNTEX LTD.,INE155B01012,NSE,Unknown,BE
HINDTINWRK,HINDUSTAN TIN WORKS LTD,INE554501010,NSE,Unknown,EQ
HINDUNILVR,HINDUSTAN UNILEVER LTD.,INE030A01027,NSE,Unknown,BE
HINDZINC,HINDUSTAN ZINC LIMITED,INE267A01025,NSE,Unknown,BE
HINPOWPLUS,HINDPOWERPLUS LTD,INE554A01018,NSE,Unknown,BE
HISARMETAL,HISAR METAL IND. LIMITED,INE598C01011,NSE,Unknown,BE
HITECH,HI-TECH PIPES LIMITED,INE106T01017,NSE,Unknown,SM
HITECH,HI-TECH PIPES LIMITED,INE106T01025,NSE,Unknown,BE
HITECHCORP,HITECH CORPORATION LTD,INE120D01012,NSE,Unknown,BE
HITECHGEAR,THE HI-TECH GEARS LIMITED,INE127B01011,NSE,Unknown,BE
HLEGLAS,HLE GLASCOAT LIMITED,INE461D01028,NSE,Unknown,BE
HLVLTD,HLV LIMITED,INE102A01024,NSE,Unknown,BE
HMAAGRO,HMA AGRO INDUSTRIES LTD,INE0ECP01024,NSE,Unknown,BE
HMT,HMT LTD -,INE262A01018,NSE,Unknown,BE
HMVL,HINDUSTAN MEDIA VENT LTD,INE871K01015,NSE,Unknown,BE
HNDFDS,HINDUSTAN FOODS LIMITED,INE254N01026,NSE,Unknown,BE
HNGSNGBEES,NIP IND ETF HANGSENG BEES,INF204KB19I1,NSE,Unknown,EQ
HOACFOODS,HOAC FOODS INDIA LIMITED,INE0S6S01017,NSE,Unknown,SM
HOGANAS,HOGANAS INDIA LTD,INE132A01013,NSE,Unknown,BE
HOLMARC,HOLMARC OPTO MECHATRO L,INE0LXA01019,NSE,Unknown,SM
HOMEFIRST,HOME FIRST FIN CO IND LTD,INE481N01025,NSE,Unknown,BE
HOMESFY,HOMESFY REALTY LIMITED,INE0N7F01017,NSE,Unknown,SM
HONASA,HONASA CONSUMER LIMITED,INE0J5401028,NSE,Unknown,BE
HONAUT,HONEYWELL AUTOMATION IND,INE671A01010,NSE,Unknown,BE
HONDAPOWER,HONDA I POWER PRODUCT LTD,INE634A01018,NSE,Unknown,BE
HOTLINGLAS,HOTLINEGLASSLTD,INE676B01017,NSE,Unknown,BE
HPAL,HP ADHESIVES LIMITED,INE0GSL01024,NSE,Unknown,BE
HPIL,HINDPRAKASH INDUSTRY LTD,INE05X901010,NSE,Unknown,BE
HPL,HPL ELECTRIC & POWER LTD,INE495S01016,NSE,Unknown,BE
HPTL,HP TELECOM INDIA LIMITED,INE0VA601019,NSE,Unknown,SM
HRHNEXT,HRH NEXT SERVICES LIMITED,INE0R3501012,NSE,Unknown,SM
HTMEDIA,HT MEDIA LIMITED,INE501G01024,NSE,Unknown,BE
HUBTOWN,HUBTOWN LIMITED,INE703H01016,NSE,Unknown,BE
HUDCO,HSG & URBAN DEV CORPN LTD,INE031A01017,NSE,Unknown,BE
HUHTAMAKI,HUHTAMAKI INDIA LIMITED,INE275B01026,NSE,Unknown,BE
HUSYSLTD,HUSYS CONSULTING LTD.,INE336T01010,NSE,Unknown,SM
HVAX,HVAX TECHNOLOGIES LIMITED,INE0TO501019,NSE,Unknown,SM
HYBRIDFIN,HYBRID FINANCIAL SERVICE,INE965B01022,NSE,Unknown,BE
HYTSNMAGNT,HYTAISUN MAGNETICS LTD.,INE165301016,NSE,Unknown,EQ
HYUNDAI,HYUNDAI MOTOR INDIA LTD,INE0V6F01027,NSE,Unknown,BE
IBLFL,IBL FINANCE LIMITED,INE0O7401018,NSE,Unknown,SM
IBMFNIFTY,IBULLSAMC - IBMFNIFTY,INF666M01FS5,NSE,Unknown,EQ
ICDSLTD,ICDSLTD,INE613B01010,NSE,Unknown,BE
ICEMAKE,ICE MAKE REFRIGERAT LTD,INE520Y01019,NSE,Unknown,BE
ICICIB22,ICICIPRAMC - BHARATIWIN,INF109KB15Y7,NSE,Unknown,EQ
ICICIBANK,ICICI BANK LTD DEPO SETT,INE090A01021,NSE,Unknown,BE
ICICIGI,ICICI LOMBARD GIC LIMITED,INE765G01017,NSE,Unknown,BE
ICICIPRULI,ICICI PRU LIFE INS CO LTD,INE726G01019,NSE,Unknown,BE
ICIL,INDO COUNT INDUSTRIES LTD,INE483B01026,NSE,Unknown,BE
ICRA,ICRA LIMITED,INE725G01011,NSE,Unknown,BE
ICSA,ICSA (INDIA) LIMITED,INE306B01029,NSE,Unknown,BE
IDBI,IDBI BANK LIMITED,INE008A01015,NSE,Unknown,BE
IDEA,VODAFONE IDEA LIMITED,INE669E01016,NSE,Unknown,BE
IDEAFORGE,IDEAFORGE TECHNO LTD,INE349Y01013,NSE,Unknown,BE
IDEALTECHO,IDEAL TECHNOPLAST IND LTD,INE0T9I01011,NSE,Unknown,SM
IDENTICAL,IDENTICAL BRAINS STUDIO L,INE0TD101011,NSE,Unknown,SM
IDFC,IDFC LIMITED,INE043D01016,NSE,Unknown,BE
IDFCFIRSTB,IDFC FIRST BANK LIMITED,INE092T01019,NSE,Unknown,BE
IDFNIFTYET,BANDHANAMC - IDFNIFTYET,INF194KA1U07,NSE,Unknown,EQ
IDLCHEM,IDL INDUSTRIES LTD,INE077F01027,NSE,Unknown,EQ
IEL,INDIABULLS ENT LTD,INE059901020,NSE,Unknown,BE
IEML,INDIAN EMULSIFIERS LTD,INE0RRU01016,NSE,Unknown,SM
IEX,INDIAN ENERGY EXC LTD,INE022Q01020,NSE,Unknown,BE
IFBAGRO,IFB AGRO INDUSTRIES LTD,INE076C01018,NSE,Unknown,BE
IFBIND,IFB INDUSTRIES LTD,INE559A01017,NSE,Unknown,BE
IFBVENTUR,IFB VENTURE CAPITAL LTD,INE455201017,NSE,Unknown,EQ
IFCI,IFCI-DEPO SETT.,INE039A01010,NSE,Unknown,BE
IFGLEXPOR,IFGL REFRACTORIES LIMITED,INE133Y01011,NSE,Unknown,BE
IGARASHI,IGARASHI MOTORS INDIA LTD,INE188B01013,NSE,Unknown,BE
IGCL,INDOGULF CROPSCIENCES LTD,INE05J901018,NSE,Unknown,BE
IGIL,INTERNATIO GEMM INS (I) L,INE0Q9301021,NSE,Unknown,BE
IGL,INDRAPRASTHA GAS LTD,INE203G01027,NSE,Unknown,BE
IGPL,I G PETROCHEMICALS LTD,INE204A01010,NSE,Unknown,BE
IIFL,IIFL FINANCE LIMITED,INE530B01024,NSE,Unknown,BE
IIFLCAPS,IIFL CAPITAL SERVICES LTD,INE489L01022,NSE,Unknown,BE
IITL,INDUSTRIAL INV TRUST LTD,INE886A01014,NSE,Unknown,BE
IKIO,IKIO TECHNOLOGIES LIMITED,INE0LOJ01019,NSE,Unknown,BE
IKS,INVENTURUS KNOWLEDGE SO L,INE115Q01022,NSE,Unknown,BE
ILFSENGG,IL&FS ENG AND CONS CO LTD,INE369I01014,NSE,Unknown,BE
ILFSTRANS,IL&FS TRANS NET LTD,INE975G01012,NSE,Unknown,BE
IMAGICAA,IMAGICAAWORLD ENT LTD,INE172N01012,NSE,Unknown,BE
IMFA,INDIAN METALS & FERRO,INE919H01018,NSE,Unknown,BE
IMPAL,IND MOTOR PART & ACC LTD,INE547E01014,NSE,Unknown,BE
IMPEXFERRO,IMPEX FERRO TECH LIMITED,INE691G01015,NSE,Unknown,BE
INDAIRYSPE,INDIANA DAIRY SPEC. LTD,INE158101019,NSE,Unknown,EQ
INDAL,INDIAN ALUMINIUM CO LTD.,INE249A01015,NSE,Unknown,BE
INDBANK,INDBANK MERCH BANK,INE841B01017,NSE,Unknown,BE
INDBIOFOOD,INDO BIOTECH FOODS LTD.,INE159001010,NSE,Unknown,EQ
INDGN,INDEGENE LIMITED,INE065X01017,NSE,Unknown,BE
INDHOTEL,THE INDIAN HOTELS CO. LTD,INE053A01029,NSE,Unknown,BE
INDIACEM,THE INDIA CEMENTS LIMITED,INE383A01012,NSE,Unknown,BE
INDIAGLYCO,INDIA GLYCOLS LTD,INE560A01023,NSE,Unknown,BE
INDIALEASE,INDIA LEASE DEVELOPMENT L,INE162101013,NSE,Unknown,EQ
