Symbol,Name,ISIN,Series,yfinance_symbol,Symbol_NSE,Symbol_BSE,BSE_Code
SLONE,SLONE INFOSYSTEMS LIMITED,INE0SMA01017,SM,SLONE.NS,SLONE,,
SMALLCAP,MIRAEAMC - SMALLCAP,INF769K01LC3,EQ,SMALLCAP.NS,SMALLCAP,SMALLCAP,544130.0
SMARTEN,SMARTEN POWER SYSTEMS LTD,INE14GK01016,SM,SMARTEN.NS,SMARTEN,,
SMARTLINK,SMARTLINK HOLDINGS LTD,INE178C01020,BE,SMARTLINK.NS,SMARTLINK,SMARTLINK,532419.0
SMARTWORKS,SMARTWORKS COWORKING SP L,INE0NAZ01010,BE,SMARTWORKS.NS,SMARTWORKS,SMARTWORKS,544447.0
SMCGLOBAL,SMC GLOBAL SECURITIES LTD,INE103C01036,BE,SMCGLOBAL.NS,SMCGLOBAL,SMCGLOBAL,543263.0
SMDYECHEM,SM DYECHEM LTD .,INE620A01017,BE,SMDYECHEM.NS,SMDYECHEM,,
SML100CASE,ZERODHAAMC - SML100CASE,INF0R8F01141,EQ,SML100CASE.NS,SML100CASE,SML100CASE,544507.0
SMLISUZU,SML ISUZU LIMITED,INE294B01019,BE,SMLISUZU.NS,SMLISUZU,SMLISUZU,505192.0
SMLT,SARTHAK METALS LIMITED,INE017W01010,BE,SMLT.NS,SMLT,SMLT,540393.0
SMPL,SPLENDID METAL PRODUCTS L,INE215G01021,BE,SMPL.NS,SMPL,,
SMSLIFE,SMS LIFESCIENCES (I) LTD,INE320X01016,BE,SMSLIFE.NS,SMSLIFE,SMSLIFE,540679.0
SMSPHARMA,SMS PHARMACEUTICALS LTD.,INE812G01025,BE,SMSPHARMA.NS,SMSPHARMA,SMSPHARMA,532815.0
SMVD,SMVD POLY PACK LIMITED,INE702Y01013,SM,SMVD.NS,SMVD,,
SNEHAA,SNEHAA ORGANICS LIMITED,INE1OIC01018,SM,SNEHAA.NS,SNEHAA,,
SNEHAIND,SNEHADHARA INDUSTRIES LTD,INE377601013,EQ,SNEHAIND.NS,SNEHAIND,,
SNOWMAN,SNOWMAN LOGISTICS LTD.,INE734N01019,BE,SNOWMAN.NS,SNOWMAN,SNOWMAN,538635.0
SNXT30BEES,NIPPONAMC - SNXT30BEES,INF204KC1EZ3,EQ,SNXT30BEES.NS,SNXT30BEES,SNXT30BEES,544415.0
SOBHA,SOBHA LIMITED,INE671H01015,BE,SOBHA.NS,SOBHA,SOBHA,532784.0
SOFTTECH,SOFTTECH ENGINEERS LTD,INE728Z01015,BE,SOFTTECH.NS,SOFTTECH,SOFTTECH,543470.0
SOLARA,SOLARA ACTIVE PHA SCI LTD,INE624Z01016,BE,SOLARA.NS,SOLARA,SOLARA,541540.0
SOLARINDS,SOLAR INDUSTRIES (I) LTD,INE343H01029,BE,SOLARINDS.NS,SOLARINDS,SOLARINDS,532725.0
SOLARSNIND,SOLARSON INDUSTRIES LTD,INE378101013,EQ,SOLARSNIND.NS,SOLARSNIND,,
SOLARWORLD,SOLARWORLD ENERGY SOL LTD,INE0TY101024,BE,SOLARWORLD.NS,SOLARWORLD,SOLARWORLD,544532.0
SOLEX,SOLEX ENERGY LIMITED,INE880Y01017,SM,SOLEX.NS,SOLEX,,
SOLPHARMA,SOL PHARMA LTD,INE377901017,BE,SOLPHARMA.NS,SOLPHARMA,,
SOMANISWIS,SOMANI SWISS INDS LTD,INE581001018,EQ,SOMANISWIS.NS,SOMANISWIS,,
SOMANYCERA,SOMANY CERAMICS LIMITED,INE355A01028,BE,SOMANYCERA.NS,SOMANYCERA,SOMANYCERA,531548.0
SOMATEX,SOMA TEXTILEI NDUSTRIES L,INE314C01013,BE,SOMATEX.NS,SOMATEX,SOMATEX,521034.0
SOMDUTTFIN,SOM DUTT FIN. CORP. LTD,INE378501014,EQ,SOMDUTTFIN.NS,SOMDUTTFIN,,
SOMICONVEY,SOMI CONVEYOR BELT. LTD.,INE323J01019,BE,SOMICONVEY.NS,SOMICONVEY,SOMICONVEY,533001.0
SOMKMARINE,SOMKAN MARINE FOODS LTD,INE373101018,EQ,SOMKMARINE.NS,SOMKMARINE,,
SONACOMS,SONA BLW PRECISION FRGS L,INE073K01018,BE,SONACOMS.NS,SONACOMS,SONACOMS,543300.0
SONAMAC,SONA MACHINERY LIMITED,INE0Q6H01012,SM,SONAMAC.NS,SONAMAC,,
SONAMCLOCK,SONAM CLOCK LIMITED,INE00LM01011,SM,SONAMCLOCK.NS,SONAMCLOCK,,
SONAMLTD,SONAM LIMITED,INE00LM01029,BE,SONAMLTD.NS,SONAMLTD,,
SONATSOFTW,SONATA SOFTWARE LTD,INE269A01021,BE,SONATSOFTW.NS,SONATSOFTW,SONATSOFTW,532221.0
SONISOYA,SONI SOYA PRODUCTS LTD.,INE301Z01011,SM,SONISOYA.NS,SONISOYA,,
SONUINFRA,SONU INFRATECH LIMITED,INE0JZA01018,SM,SONUINFRA.NS,SONUINFRA,,
SORILINFRA,SORIL INFRA RESOURCES LTD,INE034H01016,BE,SORILINFRA.NS,SORILINFRA,,
SOTAC,SOTAC PHARMACEUTICALS LTD,INE0O2D01012,SM,SOTAC.NS,SOTAC,,
SOTL,SAVITA OIL TECHNOLO. LTD,INE035D01020,BE,SOTL.NS,SOTL,SOTL,524667.0
SOUTHBANK,THE SOUTH INDIAN BANK LTD,INE683A01023,BE,SOUTHBANK.NS,SOUTHBANK,SOUTHBANK,532218.0
SOUTHNHERB,SOUTHERN HERBALS LTD.,INE001C01016,BE,SOUTHNHERB.NS,SOUTHNHERB,,
SOUTHWEST,SOUTH WEST PINNACLE LTD,INE980Y01015,BE,SOUTHWEST.NS,SOUTHWEST,SOUTHWEST,543986.0
SPAL,S. P. APPARELS LIMITED,INE212I01016,BE,SPAL.NS,SPAL,SPAL,540048.0
SPANDANA,SPANDANA SPHOORTY FIN LTD,INE572J01011,BE,SPANDANA.NS,SPANDANA,SPANDANA,542759.0
SPARC,SUN PHARMA ADV.RES.CO.LTD,INE232I01014,BE,SPARC.NS,SPARC,SPARC,532872.0
SPARTEK,SPARTEK CERAMICS (I) LTD,INE370101011,EQ,SPARTEK.NS,SPARTEK,,
SPCENET,SPACENET ENTERS IND LTD,INE970N01027,BE,SPCENET.NS,SPCENET,,
SPCL,SHIVALIC POWER CONTROL L,INE0T7B01010,SM,SPCL.NS,SPCL,,
SPECIALITY,SPECIALITY REST LTD,INE247M01014,BE,SPECIALITY.NS,SPECIALITY,SPECIALITY,534425.0
SPECIALSTL,TATA SSL LTD.,INE675A01011,BE,SPECIALSTL.NS,SPECIALSTL,,
SPECTRUM,SPECTRUM ELECTRIC IND LTD,INE01EO01010,BE,SPECTRUM.NS,SPECTRUM,SPECTRUM,544386.0
SPECTSTM,SPECTRUM TALENT MGMT LTD,INE0OL001018,SM,SPECTSTM.NS,SPECTSTM,,
SPENCERS,SPENCER S RETAIL LIMITED,INE020801028,BE,SPENCERS.NS,SPENCERS,SPENCERS,542337.0
SPENTEX,SPENTEX IND. LTD,INE376C01020,BE,SPENTEX.NS,SPENTEX,,
SPIC,SPIC LTD,INE147A01011,BE,SPIC.NS,SPIC,SPIC,590030.0
SPICEJET,SPICEJET LIMITED,INE285B01017,BE,SPICEJET.NS,SPICEJET,SPICEJET,500285.0
SPICELEC,SPEL SEMICONDUCTOR LTD,INE252A01019,BE,SPICELEC.NS,SPICELEC,SPELS,517166.0
SPICFINE,HENKEL SPIC (I) LTD DEPO,INE902A01019,BE,SPICFINE.NS,SPICFINE,,
SPLIL,SPL INDUSTRIES LIMITED,INE978G01016,BE,SPLIL.NS,SPLIL,SPLIL,532651.0
SPLPETRO,SUPREME PETROCHEM LIMITED,INE663A01033,BE,SPLPETRO.NS,SPLPETRO,SPLPETRO,500405.0
SPMLINFRA,SPML INFRA LIMITED,INE937A01023,BE,SPMLINFRA.NS,SPMLINFRA,SPMLINFRA,500402.0
SPORTKING,SPORTKING INDIA LIMITED,INE885H01029,BE,SPORTKING.NS,SPORTKING,SPORTKING,539221.0
SPPPOLY,SPP POLYMER LIMITED,INE0QR801013,SM,SPPPOLY.NS,SPPPOLY,,
SPRL,SP REFRACTORIES LIMITED,INE0JW501011,SM,SPRL.NS,SPRL,,
SPTL,SINTEX PLASTICS TECH LTD,INE501W01021,BE,SPTL.NS,SPTL,,
SPUNWEB,SPUNWEB NONWOVEN LIMITED,INE19QH01010,SM,SPUNWEB.NS,SPUNWEB,,
SRD,SHANKAR LAL RAMPAL LTD,INE01NE01012,BE,SRD.NS,SRD,SRD,542232.0
SREEL,SREELEATHERS LIMITED,INE099F01013,BE,SREEL.NS,SREEL,SREEL,535601.0
SREERAYALK,SREERAYALASEEMA-ROL SETT,INE284B01010,BE,SREERAYALK.NS,SREERAYALK,,
SREINFRA,SREI INFRASTRUCTURE FINAN,INE872A01014,BE,SREINFRA.NS,SREINFRA,,
SRF,SRF LIMITED - DEPO,INE647A01010,BE,SRF.NS,SRF,SRF,503806.0
SRFFINANCE,GE CAPITAL TRANS. FIN SER,INE366201015,EQ,SRFFINANCE.NS,SRFFINANCE,,
SRGHFL,SRG HOUSING FINANCE L,INE559N01010,BE,SRGHFL.NS,SRGHFL,SRGHFL,534680.0
SRHHYPOLTD,SREE RAYALSEEMA HHP LTD.,INE917H01012,BE,SRHHYPOLTD.NS,SRHHYPOLTD,SRHHYPOLTD,532842.0
SRIMANORG,SRIMAN ORGANIC CHEMICAL I,INE367801011,EQ,SRIMANORG.NS,SRIMANORG,,
SRIPIPES,SRIKALAHASTHI PIPES LTD,INE943C01027,BE,SRIPIPES.NS,SRIPIPES,,
SRIRAM,SHRI RAM SWITCHGEARS LTD,INE634W01012,SM,SRIRAM.NS,SRIRAM,,
SRISARALOY,SHRI ISHAR ALLOY STEELS L,INE298001012,EQ,SRISARALOY.NS,SRISARALOY,,
SRISHTIVID,SRISHTI VIDEOCORP LTD,INE368301011,EQ,SRISHTIVID.NS,SRISHTIVID,,
SRIVASAVI,SRIVASAVI ADHESIVE TAPE L,INE0NPI01014,SM,SRIVASAVI.NS,SRIVASAVI,,
SRIVISHCEM,SRI VISHNU CEMENT LTD,INE286B01015,BE,SRIVISHCEM.NS,SRIVISHCEM,,
SRM,SRM CONTRACTORS LIMITED,INE0R6Z01013,BE,SRM.NS,SRM,SRM,544158.0
SRPL,SHREE RAM PROTEINS LTD.,INE008Z01020,BE,SRPL.NS,SRPL,,
SRPL,SHREE RAM PROTEINS LTD.,INE008Z01012,SM,SRPL.NS,SRPL,,
SRSLTD,SRS LIMITED,INE219H01039,BE,SRSLTD.NS,SRSLTD,,
SSDL,SARASWATI SAREE DEPOT LTD,INE0PQ101010,BE,SSDL.NS,SSDL,SSDL,544230.0
SSEGL,SATHLOKHAR SYN E&C GLOB L,INE0RFP01011,SM,SSEGL.NS,SSEGL,,
SSFL,SRIVARI SPICES N FOODS L,INE0ON201012,SM,SSFL.NS,SSFL,,
SSIND,S&S INDUSTRIES & ENTERPRI,INE464301014,EQ,SSIND.NS,S&SIND,,
SSINFRA,S S INFRA DEVP CONSL LTD,INE182Z01015,SM,SSINFRA.NS,SSINFRA,,
SSISPAT,SINGHAL SWAROOP ISPAT LTD,INE578901014,EQ,SSISPAT.NS,SSISPAT,,
SSLFINANCE,ARCHANA SOFTWARE LTD-DEPO,INE149B01015,BE,SSLFINANCE.NS,SSLFINANCE,,
SSPOWER,S&S POWER SWITCHGEARS,INE902B01017,BE,SSPOWER.NS,S&SPOWER,S&SPOWER,517273.0
SSWL,STEEL STRIPS WHEELS LTD.,INE802C01033,BE,SSWL.NS,SSWL,SSWL,513262.0
STALLION,STALLION IND FLUOROCHEM L,INE0RYC01010,BE,STALLION.NS,STALLION,STALLION,544342.0
STANDRDBAT,STANDARD BATTERIES LTD,INE466001018,EQ,STANDRDBAT.NS,STANDRDBAT,,
STANLEY,STANLEY LIFESTYLES LTD,INE01A001028,BE,STANLEY.NS,STANLEY,STANLEY,544202.0
STAR,STRIDES PHARMA SCI LTD,INE939A01011,BE,STAR.NS,STAR,STAR,532531.0
STARCEMENT,STAR CEMENT LIMITED,INE460H01021,BE,STARCEMENT.NS,STARCEMENT,STARCEMENT,540575.0
STARHEALTH,STAR HEALTH & AL INS CO L,INE575P01011,BE,STARHEALTH.NS,STARHEALTH,STARHEALTH,543412.0
STARPAPER,STAR PAPER MILLS LTD,INE733A01018,BE,STARPAPER.NS,STARPAPER,STARPAPER,516022.0
STARTECK,STARTECK FINANCE LIMITED,INE992I01013,BE,STARTECK.NS,STARTECK,STARTECK,512381.0
STCINDIA,THE STATE TRADING CORPN,INE655A01013,BE,STCINDIA.NS,STCINDIA,STCINDIA,512531.0
STEELCAS,STEELCAST LIMITED,INE124E01038,BE,STEELCAS.NS,STEELCAS,STEELCAS,513517.0
STEELCITY,STEEL CITY SECURITIES LTD,INE395H01011,BE,STEELCITY.NS,STEELCITY,,
STEELCOGUJ,STEELCO GUJARAT LTD,INE365201016,EQ,STEELCOGUJ.NS,STEELCOGUJ,,
STEELXIND,STEEL EXCHANGE INDIA LTD,INE503B01021,BE,STEELXIND.NS,STEELXIND,STEELXIND,534748.0
STEL,STEL HOLDINGS LIMITED,INE577L01016,BE,STEL.NS,STEL,STEL,533316.0
STERLINBIO,STERLING BIOTEC LTD,INE324C01038,BE,STERLINBIO.NS,STERLINBIO,,
STERLINHOL,STERLING HOLIDAY RESORTS,INE359901019,EQ,STERLINHOL.NS,STERLINHOL,,
STERTOOLS,STERLING TOOLS LIMITED,INE334A01023,BE,STERTOOLS.NS,STERTOOLS,STERTOOLS,530759.0
STILBENCHM,STILBENE CHEMICALS LTD,INE361301018,EQ,STILBENCHM.NS,STILBENCHM,,
STINDIA,STI INDIA LTD,INE090C01019,BE,STINDIA.NS,STINDIA,,
STLNETWORK,STL NETWORKS LIMITED,INE1VXE01018,BE,STLNETWORK.NS,STLNETWORK,STLNETWORK,544395.0
STLTECH,STERLITE TECHNOLOGIES LTD,INE089C01029,BE,STLTECH.NS,STLTECH,STLTECH,532374.0
STOVEKRAFT,STOVE KRAFT LIMITED,INE00IN01015,BE,STOVEKRAFT.NS,STOVEKRAFT,STOVEKRAFT,543260.0
STUDIOLSD,STUDIO LSD LIMITED,INE17VO01028,SM,STUDIOLSD.NS,STUDIOLSD,,
STYL,SESHAASAI TECHNOLOGIES L,INE04VU01023,BE,STYL.NS,STYL,STYL,544533.0
STYLAMIND,STYLAM INDUSTRIES LIMITED,INE239C01020,BE,STYLAMIND.NS,STYLAMIND,STYLAMIND,526951.0
STYLEBAAZA,BAAZAR STYLE RETAIL LTD,INE01FR01028,BE,STYLEBAAZA.NS,STYLEBAAZA,STYLEBAAZA,544243.0
STYRENIX,STYRENIX PERFORMANCE LTD,INE189B01011,BE,STYRENIX.NS,STYRENIX,STYRENIX,506222.0
SUASHDIMON,SUASHISH DIAMONDS LTD.,INE658A01017,BE,SUASHDIMON.NS,SUASHDIMON,,
SUBCAPCITY,INTERNATIONAL CONST LTD,INE845C01016,BE,SUBCAPCITY.NS,SUBCAPCITY,,
SUBEX,SUBEX LIMITED,INE754A01014,BE,SUBEX.NS,SUBEX,,
SUBEXLTD,SUBEX LTD,INE754A01055,BE,SUBEXLTD.NS,SUBEXLTD,SUBEXLTD,532348.0
SUBROS,SUBROS LIMITED,INE287B01021,BE,SUBROS.NS,SUBROS,SUBROS,517168.0
SUDARSCHEM,SUDARSHAN CHEM IND LTD,INE659A01023,BE,SUDARSCHEM.NS,SUDARSCHEM,SUDARSCHEM,506655.0
SUDITIND,SUDITI INDUSTRIES LTD,INE583901017,EQ,SUDITIND.NS,SUDITIND,,
SUJANAUNI,SUJANA UNI. INDS. LTD.,INE216G01011,BE,SUJANAUNI.NS,SUJANAUNI,,
SUKHJITS,SUKHJIT STARCH & CHEM LTD,INE450E01029,BE,SUKHJITS.NS,SUKHJITS,SUKHJITS,524542.0
SULA,SULA VINEYARDS LIMITED,INE142Q01026,BE,SULA.NS,SULA,SULA,543711.0
SULZER,SULZERINDIALTD,INE297C01010,BE,SULZER.NS,SULZER,,
SUMANMOTEL,SUMANMOTEL - DEPO,INE723A01019,BE,SUMANMOTEL.NS,SUMANMOTEL,,
SUMEETINDS,SUMEET IND LIMITED,INE235C01028,BE,SUMEETINDS.NS,SUMEETINDS,SUMEETINDS,514211.0
SUMEETMACH,SUMEET MACHINES LTD,INE466301012,EQ,SUMEETMACH.NS,SUMEETMACH,,
SUMICHEM,SUMITOMO CHEM INDIA LTD,INE258G01013,BE,SUMICHEM.NS,SUMICHEM,SUMICHEM,542920.0
SUMIT,SUMIT WOODS LIMITED,INE748Z01013,BE,SUMIT.NS,SUMIT,,
SUMMITSEC,SUMMIT SECURITIES LTD,INE519C01017,BE,SUMMITSEC.NS,SUMMITSEC,SUMMITSEC,533306.0
SUNCLAY,SUNDARAM CLAYTON LIMITED,INE0Q3R01026,BE,SUNCLAY.NS,SUNCLAY,SUNCLAY,544066.0
SUNDARAM,SUNDARAM MULTI PAP LTD,INE108E01023,BE,SUNDARAM.NS,SUNDARAM,SUNDARAM,533166.0
SUNDARMFIN,SUNDARAM FINANCE LTD,INE660A01013,BE,SUNDARMFIN.NS,SUNDARMFIN,SUNDARMFIN,590071.0
SUNDARMHLD,SUNDARAM FINANCE HOLD LTD,INE202Z01029,BE,SUNDARMHLD.NS,SUNDARMHLD,,
SUNDRMBRAK,SUNDARAMBRAKE LININGS LTD,INE073D01013,BE,SUNDRMBRAK.NS,SUNDRMBRAK,SUNDRMBRAK,590072.0
SUNDRMFAST,SUNDRAM FASTENERS LTD,INE387A01021,BE,SUNDRMFAST.NS,SUNDRMFAST,SUNDRMFAST,500403.0
SUNDROP,SUNDROP BRANDS LIMITED,INE209A01019,BE,SUNDROP.NS,SUNDROP,SUNDROP,500215.0
SUNFLAG,SUNFLAG IRON AND STEEL CO,INE947A01014,BE,SUNFLAG.NS,SUNFLAG,SUNFLAG,500404.0
SUNILHITEC,SUNIL HITECH ENGR. LTD,INE305H01028,BE,SUNILHITEC.NS,SUNILHITEC,,
SUNLITE,SUNLITE RECYCLING IND LTD,INE0U2N01013,SM,SUNLITE.NS,SUNLITE,,
SUNPHARMA,SUN PHARMACEUTICAL IND L,INE044A01036,BE,SUNPHARMA.NS,SUNPHARMA,SUNPHARMA,524715.0
SUNREST,SUNREST LIFESCIENCE LTD,INE0PLZ01012,SM,SUNREST.NS,SUNREST,,
SUNRISESEC,SUNRISE SECURITIES LTD,INE358801012,EQ,SUNRISESEC.NS,SUNRISESEC,,
SUNSTRCHEM,SUNSTAR CHEMICALS LTD,INE387401016,EQ,SUNSTRCHEM.NS,SUNSTRCHEM,,
SUNTECH,SUNTECH INFRA SOLUTIONS L,INE0SGZ01016,SM,SUNTECH.NS,SUNTECH,,
SUNTECK,SUNTECK REALTY LIMITED,INE805D01034,BE,SUNTECK.NS,SUNTECK,SUNTECK,512179.0
SUNTV,SUN TV NETWORK LIMITED,INE424H01027,BE,SUNTV.NS,SUNTV,SUNTV,532733.0
SUPERHOUSE,SUPERHOUSE LIMITED,INE712B01010,BE,SUPERHOUSE.NS,SUPERHOUSE,SUPERHOUSE,523283.0
SUPERSALES,SUPER SALES AGENCIES LTD,INE359401010,EQ,SUPERSALES.NS,SUPERSALES,,
SUPERSPIN,SUPER SPINNING MILLS LTD,INE662A01027,BE,SUPERSPIN.NS,SUPERSPIN,SUPERSPIN,521180.0
SUPPETRO,SUPREME PETROCHEMICALS LT,INE663A01017,BE,SUPPETRO.NS,SUPPETRO,,
SUPRAJIT,SUPRAJIT ENGINEERING LTD,INE399C01030,BE,SUPRAJIT.NS,SUPRAJIT,SUPRAJIT,532509.0
SUPREME,SUPREME HOLDIN N HOSP I L,INE822E01011,BE,SUPREME.NS,SUPREME,SUPREME,530677.0
SUPREMEENG,SUPREME ENGINEERING LTD,INE319Z01021,BE,SUPREMEENG.NS,SUPREMEENG,,
SUPREMEENG,SUPREME ENGINEERING LTD,INE319Z01013,SM,SUPREMEENG.NS,SUPREMEENG,,
SUPREMEIND,SUPREME IND. DEPO SETT.,INE195A01028,BE,SUPREMEIND.NS,SUPREMEIND,SUPREMEIND,509930.0
SUPREMEINF,SUPREME INFRA. LTD.,INE550H01011,BE,SUPREMEINF.NS,SUPREMEINF,SUPREMEINF,532904.0
SUPREMEPWR,SUPREME POWER EQUIPMENT L,INE0QHG01026,SM,SUPREMEPWR.NS,SUPREMEPWR,,
SUPRIYA,SUPRIYA LIFESCIENCE LTD,INE07RO01027,BE,SUPRIYA.NS,SUPRIYA,SUPRIYA,543434.0
SURAJEST,SURAJ ESTATE DEVELOPERS L,INE843S01025,BE,SURAJEST.NS,SURAJEST,SURAJEST,544054.0
SURAJLTD,SURAJ LIMITED,INE713C01016,BE,SURAJLTD.NS,SURAJLTD,,
SURAKSHA,SURAKSHA DIAGNOSTIC LTD,INE877V01027,BE,SURAKSHA.NS,SURAKSHA,SURAKSHA,544293.0
SURANACORP,SURANA CORPORATION LTD,INE357D01010,BE,SURANACORP.NS,SURANACORP,,
SURANASOL,SURANA SOLAR LIMITED,INE272L01022,BE,SURANASOL.NS,SURANASOL,SURANASOL,533298.0
SURANATP,SURANA TELECOM AND POW LT,INE130B01031,BE,SURANATP.NS,SURANAT&P,SURANAT&P,517530.0
SURANI,SURANI STEEL TUBES LTD.,INE01ZJ01015,SM,SURANI.NS,SURANI,,
SURYAGROIL,SURYAAGROIL-ROLL SETT,INE780B01017,BE,SURYAGROIL.NS,SURYAGROIL,,
SURYALAXMI,SURYALAKSHMI COT MIL LTD,INE713B01026,BE,SURYALAXMI.NS,SURYALAXMI,SURYALAXMI,521200.0
SURYAROSNI,SURYA ROSHNI LTD.,INE335A01020,BE,SURYAROSNI.NS,SURYAROSNI,SURYAROSNI,500336.0
SURYODAY,SURYODAY SMALL FIN BK LTD,INE428Q01011,BE,SURYODAY.NS,SURYODAY,SURYODAY,543279.0
SURYVANSPG,SURYAVANSHI SPG MILLS LTD,INE350301011,EQ,SURYVANSPG.NS,SURYVANSPG,,
SUTLEJTEX,SUTLEJ TEXT & INDUS LTD,INE645H01027,BE,SUTLEJTEX.NS,SUTLEJTEX,SUTLEJTEX,532782.0
SUULD,SUUMAYA INDUSTRIES LTD,INE591Q01016,BE,SUULD.NS,SUULD,,
SUVARNAQUA,SUVARNA AQUA FARMS AND EX,INE350901018,EQ,SUVARNAQUA.NS,SUVARNAQUA,,
SUVEN,SUVEN LIFE SCIENCES LTD,INE495B01038,BE,SUVEN.NS,SUVEN,SUVEN,530239.0
SUVIDHAA,SUVIDHAA INFOSERVE LTD,INE018401013,BE,SUVIDHAA.NS,SUVIDHAA,SUVIDHAA,543281.0
SUYOG,SUYOG TELEMATICS LIMITED,INE442P01014,BE,SUYOG.NS,SUYOG,SUYOG,537259.0
SUZLON,SUZLON ENERGY LIMITED,INE040H01021,BE,SUZLON.NS,SUZLON,SUZLON,532667.0
SUZLONFIBR,SUZLON FIBRES LTD,INE351201012,EQ,SUZLONFIBR.NS,SUZLONFIBR,,
SVADMILLS,SVADESHI MILLS CO LTD,INE466401010,EQ,SVADMILLS.NS,SVADMILLS,,
SVLL,SHREE VASU LOGISTICS LTD,INE00CE01017,BE,SVLL.NS,SVLL,,
SVPGLOB,SVP GLOBAL TEXTILES LTD,INE308E01029,BE,SVPGLOB.NS,SVPGLOB,SVPGLOB,505590.0
SWANCORP,SWAN CORP LIMITED,INE665A01038,BE,SWANCORP.NS,SWANCORP,SWANCORP,503310.0
SWANDEF,SWAN DEFENCE N HEVY IND L,INE542F01020,BE,SWANDEF.NS,SWANDEF,,
SWARAJ,SWARAJ SUITING LIMITED,INE0GMR01016,SM,SWARAJ.NS,SWARAJ,,
SWARAJENG,SWARAJ ENGINES LTD,INE277A01016,BE,SWARAJENG.NS,SWARAJENG,SWARAJENG,500407.0
SWASTIK,SWASTIK PIPE LIMITED,INE0DGC01025,SM,SWASTIK.NS,SWASTIK,,
SWELECTES,SWELECT ENERGY SYS LTD,INE409B01013,BE,SWELECTES.NS,SWELECTES,SWELECTES,532051.0
SWIGGY,SWIGGY LIMITED,INE00H001014,BE,SWIGGY.NS,SWIGGY,SWIGGY,544285.0
SWIL,SWIL LIMITED DEPO,INE666A01010,BE,SWIL.NS,SWIL,,
SWSOLAR,STRLNG & WIL REN ENE LTD,INE00M201021,BE,SWSOLAR.NS,SWSOLAR,SWSOLAR,542760.0
SYLVANPLY,SYLVAN PLYBOARD (INDIA) L,INE01IH01015,SM,SYLVANPLY.NS,SYLVANPLY,,
SYMPHONY,SYMPHONY LIMITED,INE225D01027,BE,SYMPHONY.NS,SYMPHONY,SYMPHONY,517385.0
SYNCOM,SYNCOM HEALTHCARE LTD,INE602K01014,BE,SYNCOM.NS,SYNCOM,,
SYNCOMF,SYNCOM FORMU (I) LTD,INE312C01025,BE,SYNCOMF.NS,SYNCOMF,SYNCOMF,524470.0
SYNGENE,SYNGENE INTERNATIONAL LTD,INE398R01022,BE,SYNGENE.NS,SYNGENE,SYNGENE,539268.0
SYNOPTICS,SYNOPTICS TECHNOLOGIES L,INE0BTR01012,SM,SYNOPTICS.NS,SYNOPTICS,,
SYRMA,SYRMA SGS TECHNOLOGY LTD,INE0DYJ01015,BE,SYRMA.NS,SYRMA,SYRMA,543573.0
SYSTANGO,SYSTANGO TECHNOLOGIES LTD,INE0O7R01011,SM,SYSTANGO.NS,SYSTANGO,,
TAC,TAC INFOSEC LIMITED,INE0SOY01013,SM,TAC.NS,TAC,,
TAINWALCHM,TAINWALA CHEMICAL AND PLA,INE123C01018,BE,TAINWALCHM.NS,TAINWALCHM,TAINWALCHM,507785.0
TAJGVK,TAJ GVK HOTELS & RESORT,INE586B01026,BE,TAJGVK.NS,TAJGVK,TAJGVK,532390.0
TAKE,TAKE SOLUTIONS LTD,INE142I01023,BE,TAKE.NS,TAKE,TAKE,532890.0
TALBROAUTO,TALBROS AUTO. COMP. LTD,INE187D01029,BE,TALBROAUTO.NS,TALBROAUTO,TALBROAUTO,505160.0
TALWALKARS,TALWALKAR FITNESS LTD,INE502K01016,BE,TALWALKARS.NS,TALWALKARS,,
TALWGYM,TALWALKARS HEALTHCLUB LTD,INE627Z01019,BE,TALWGYM.NS,TALWGYM,,
TANEJAERO,TANEJA AEROSPACE AND AVIA,INE343301011,EQ,TANEJAERO.NS,TANEJAERO,,
TANFAC,TANFAC INDUSTRIES LTD.,INE639B01015,BE,TANFAC.NS,TANFAC,TANFACIND,506854.0
TANKUP,TANKUP ENGINEERS LIMITED,INE0Z7N01017,SM,TANKUP.NS,TANKUP,,
TANLA,TANLA PLATFORMS LIMITED,INE483C01032,BE,TANLA.NS,TANLA,TANLA,532790.0
TANTIACONS,TANTIA CONST LTD,INE388G01018,BE,TANTIACONS.NS,TANTIACONS,,
TAPIFRUIT,TAPI FRUIT PROCESSING LTD,INE0M7001010,SM,TAPIFRUIT.NS,TAPIFRUIT,,
TARACHAND,TARA CHAND INFRA SOLN LTD,INE555Z01020,BE,TARACHAND.NS,TARACHAND,,
TARACHAND,TARA CHAND INFRA SOLN LTD,INE555Z01012,SM,TARACHAND.NS,TARACHAND,,
TARAJEWELS,TARA JEWELS LIMITED,INE799L01016,BE,TARAJEWELS.NS,TARAJEWELS,,
TARAPUR,TARAPUR TRANSFORMERS LTD,INE747K01017,BE,TARAPUR.NS,TARAPUR,TARAPUR,533203.0
TARC,TARC LIMITED,INE0EK901012,BE,TARC.NS,TARC,TARC,543249.0
TARIL,TRANS & RECTI. LTD,INE763I01026,BE,TARIL.NS,TARIL,TARIL,532928.0
TARMAT,TARMAT LIMITED,INE924H01018,BE,TARMAT.NS,TARMAT,TARMAT,532869.0
TARSONS,TARSONS PRODUCTS LIMITED,INE144Z01023,BE,TARSONS.NS,TARSONS,TARSONS,543399.0
