symbol,company,isin,exchange,sector,series
SHARIABEES,NIP IND ETF SHARIAH BEES,INF732E01128,NSE,Unknown,EQ
SHARONBIO,SHARON BIO-MEDI LTD,INE028B01029,NSE,Unknown,BE
SHARTSEFOD,SHARAT INDUSTRIES LTD,INE465501018,NSE,Unknown,EQ
SHAWALLACE,SHAW WALLACE LTD,INE291901010,NSE,Unknown,EQ
SHAWALLACE,SHAW  WALLACE & CO - DEPO,INE402A01010,NSE,Unknown,BE
SHAWGELTIN,SHAW WALLANCE - DEPO,INE869A01010,NSE,Unknown,BE
SHEETAL,SHEETAL UNIVERSAL LIMITED,INE04VX01019,NSE,Unknown,SM
SHEKHAWATI,SHEKHAWATI INDUSTRIES LTD,INE268L01046,NSE,Unknown,BE
SHEMAROO,SHEMAROO ENTER. LTD.,INE363M01019,NSE,Unknown,BE
SHERA,SHERA ENERGY LIMITED,INE0MM001019,NSE,Unknown,SM
SHETRON,SHETRON LTD,INE292401010,NSE,Unknown,EQ
SHIGAN,SHIGAN QUANTUM TECH LTD,INE03KJ01013,NSE,Unknown,SM
SHILPAMED,SHILPA MEDICARE LTD,INE790G01031,NSE,Unknown,BE
SHIRPUR-G,SHIRPUR GOLD REFINERY LTD,INE196B01016,NSE,Unknown,BE
SHIVAJWORK,SHIVAJI WORKS LTD,INE294001016,NSE,Unknown,EQ
SHIVALIK,SHIVALIK RASAYAN LIMITED,INE788J01021,NSE,Unknown,BE
SHIVAMAUTO,SHIVAM AUTO.LTD,INE637H01024,NSE,Unknown,BE
SHIVAMILLS,SHIVA MILLS LIMITED,INE644Y01017,NSE,Unknown,BE
SHIVASHRIT,SHIVASHRIT FOODS LIMITED,INE1DLF01018,NSE,Unknown,SM
SHIVATEX,SHIVA TEXYARN LIMITED,INE705C01020,NSE,Unknown,BE
SHIVAUM,SHIV AUM STEELS LIMITED,INE719F01016,NSE,Unknown,SM
SHK,S H KELKAR AND CO. LTD.,INE500L01026,NSE,Unknown,BE
SHKSIL,SHRI HARE-KRI SPO IRON L,INE0NON01025,NSE,Unknown,SM
SHLAKSHMI,SHRI LAKSHMI COTSYN LTD,INE851B01016,NSE,Unknown,BE
SHOPERSTOP,SHOPPERS STOP LIMITED,INE498B01024,NSE,Unknown,BE
SHOPINVFIN,SHOPPERS  INV & FIN  CO.,INE294301010,NSE,Unknown,EQ
SHRADHA,SHRADHA INFRAPROJECTS LTD,INE715Y01015,NSE,Unknown,SM
SHRADHA,SHRADHA INFRAPROJECTS LTD,INE715Y01031,NSE,Unknown,BE
SHREAMBPPR,SHREE AMBESHWAR PPR MILLS,INE294501015,NSE,Unknown,EQ
SHREDIGCEM,SHREE DIGVIJAY CEM CO LTD,INE232A01011,NSE,Unknown,BE
SHREECEM,SHREE CEMENT LIMITED,INE070A01015,NSE,Unknown,BE
SHREEJISPG,SHREEJI SHIPPING GLOBAL L,INE1B6101010,NSE,Unknown,BE
SHREEKARNI,SHREE KARNI FABCOM LTD,INE0S4Y01010,NSE,Unknown,SM
SHREEKRPET,ESKAY K  N  IT (IND) LTD,INE220A01024,NSE,Unknown,BE
SHREEKRPOL,KRISHNA LIFESTYLE TECHNOL,INE218A01010,NSE,Unknown,BE
SHREEOSFM,SHREE OSFM E-MOBILITY LTD,INE02S501018,NSE,Unknown,SM
SHREEPUSHK,SHRE PUSH CHEM & FERT LTD,INE712K01011,NSE,Unknown,BE
SHREERAMA,SHREE RAMA MULTI TECH LTD,INE879A01019,NSE,Unknown,BE
SHREESYNTH,SHREE SYNTHETICS LTD,INE296201010,NSE,Unknown,EQ
SHRENIK,SHRENIK LIMITED,INE632X01030,NSE,Unknown,BE
SHRENIK,SHRENIK LIMITED,INE632X01022,NSE,Unknown,SM
SHREPRECOT,SHREE PRECOATED STEELS LT,INE295601012,NSE,Unknown,EQ
SHRERAJSYN,SHREE RAJASTHAN SYNTEX LT,INE295801018,NSE,Unknown,EQ
SHREYANIND,SHREYANS INDUSTRIES LTD,INE231C01019,NSE,Unknown,BE
SHRIAHIMSA,SHRI AHIMSA NATURALS LTD,INE0DM401012,NSE,Unknown,SM
SHRIDINESH,SHRI DINESH MLLS LTD,INE297701018,NSE,Unknown,EQ
SHRINGARMS,SHRINGAR HOU OF MANGALS L,INE1B3L01017,NSE,Unknown,BE
SHRIPISTON,SHRIRAM PIST. & RING LTD,INE526E01018,NSE,Unknown,BE
SHRIRAMCIT,SHRIRAM CITYUNI FIN.LTD.,INE722A01011,NSE,Unknown,BE
SHRIRAMFIN,SHRIRAM FINANCE LIMITED,INE721A01047,NSE,Unknown,BE
SHRIRAMPPS,SHRIRAM PROPERTIES LTD,INE217L01019,NSE,Unknown,BE
SHRITECH,SHRI TECHTEX LIMITED,INE0OMF01015,NSE,Unknown,SM
SHRIYAMSEC,SHRIYAM SEC & FIN LTD,INE037B01012,NSE,Unknown,BE
SHUBHLAXMI,SHUBHLAXMI JEWEL ART LTD,INE01Z401013,NSE,Unknown,SM
SHUBHSHREE,SHUBHSHREE BIOFUELS ENE L,INE0UL701015,NSE,Unknown,SM
SHUKRADIAM,SHUKRA DIAMONDS EXPORTS,INE299701016,NSE,Unknown,EQ
SHYAMCENT,SHYAM CENTURY FERROUS LTD,INE979R01011,NSE,Unknown,BE
SHYAMMETL,SHYAM METALICS AND ENGY L,INE810G01011,NSE,Unknown,BE
SHYAMTEL,SHYAM TELECOM LIMITED,INE635A01023,NSE,Unknown,BE
SICAGEN,SICAGEN INDIA LIMITED,INE176J01011,NSE,Unknown,BE
SICAL,SICAL LOGISTICS LIMITED,INE075B01012,NSE,Unknown,BE
SICALLOG,SICAL LOGISTICS LIMITED,INE075B01020,NSE,Unknown,BE
SIDDHATUBE,SIDDHARTH TUBE-ROLL SETT,INE708B01018,NSE,Unknown,BE
SIDDHICOTS,SIDDHI COTSPIN LIMITED,INE0SVO01019,NSE,Unknown,SM
SIDDHIKA,SIDDHIKA COATINGS LIMITED,INE0A1E01018,NSE,Unknown,SM
SIEL,SIEL LTD,INE636A01013,NSE,Unknown,BE
SIEMENS,SIEMENS LTD - DEPO SETT,INE003A01024,NSE,Unknown,BE
SIGACHI,SIGACHI INDUSTRIES LTD,INE0D0K01022,NSE,Unknown,BE
SIGIND,SIGNET INDUSTRIES LIMITED,INE529F01035,NSE,Unknown,BE
SIGMA,SIGMA SOLVE LIMITED,INE0A0S01010,NSE,Unknown,BE
SIGNATURE,SIGNATUREGLOBAL INDIA LTD,INE903U01023,NSE,Unknown,BE
SIGNET,SIGNET INDUSTRIES LIMITED,INE529F01027,NSE,Unknown,BE
SIGNORIA,SIGNORIA CREATION LIMITED,INE0RDE01010,NSE,Unknown,SM
SIGNPOST,SIGNPOST INDIA LIMITED,INE0KGZ01021,NSE,Unknown,BE
SIIL,SUPREME (INDIA) IMPEX LTD,INE971P01012,NSE,Unknown,SM
SIKKO,SIKKO INDUSTRIES LIMITED,INE112X01017,NSE,Unknown,BE
SIL,STANDARD INDUSTRIES LTD.,INE173A01025,NSE,Unknown,BE
SILGO,SILGO RETAIL LIMITED,INE01II01013,NSE,Unknown,BE
SILINV,SIL INVESTMENTS LIMITED,INE923A01015,NSE,Unknown,BE
SILKFLEX,SILKFLEX POLYMERS INDIA L,INE0STN01015,NSE,Unknown,SM
SILKY,SILKY OVERSEAS LIMITED,INE0SN801015,NSE,Unknown,SM
SILLYMONKS,SILLY MONKS ENTERTAIN LTD,INE203Y01012,NSE,Unknown,BE
SILVER,BIRLASLAMC - SILVER,INF209KB19F6,NSE,Unknown,EQ
SILVER1,KOTAKMAMC - KOTAKSILVE,INF174KA1KU9,NSE,Unknown,EQ
SILVER360,360ONEAMC - SILVER360,INF579M01BC3,NSE,Unknown,EQ
SILVERADD,DSPAMC - DSPSILVETF,INF740KA1RE3,NSE,Unknown,EQ
SILVERAG,MIRAEAMC - MASILVER,INF769K01KG6,NSE,Unknown,EQ
SILVERBEES,NIPPONAMC - NETFSILVER,INF204KC1402,NSE,Unknown,EQ
SILVERCASE,ZERODHAAMC - SILVERCASE,INF0R8F01091,NSE,Unknown,EQ
SILVERETF,UTIAMC - SILVERETF,INF789F1AYK6,NSE,Unknown,EQ
SILVERIETF,ICICIPRAMC - ICICISILVE,INF109KC1Y56,NSE,Unknown,EQ
SILVERLINE,SILVERLINE TEC - DEP SETT,INE368A01013,NSE,Unknown,BE
SILVERTUC,SILVER TOUCH TECHNO LTD,INE625X01018,NSE,Unknown,BE
SIMBHALS,SIMBHAOLI SUGARS LTD.,INE748T01016,NSE,Unknown,BE
SIMBHALSUG,SIMBHAOLI SUGAR MILLS LTD,INE380601018,NSE,Unknown,EQ
SIMPLEX,SIMPLEX PROJECTS LTD.,INE898F01018,NSE,Unknown,BE
SIMPLEXCAS,SIMPLEX CASTING LIMITED,INE658D01011,NSE,Unknown,BE
SIMPLEXINF,SIMPLEX INFRASTRUCTURES L,INE059B01024,NSE,Unknown,BE
SINCLAIR,SINCLAIRS HOTELS LIMITED,INE985A01022,NSE,Unknown,BE
SINDHUTRAD,SINDHU TRADE LINKS LTD,INE325D01025,NSE,Unknown,BE
SINGER,SINGER INDIA LTD,INE381301014,NSE,Unknown,EQ
SINGER,SINGERINDIALTD-ROLL SETT,INE638A01019,NSE,Unknown,BE
SINTERCOM,SINTERCOM INDIA LIMITED,INE129Z01016,NSE,Unknown,BE
SINTEX,SINTEX INDUSTRIES LTD,INE429C01035,NSE,Unknown,BE
SIPAPER,SOUTH INDIA PAPER MILLS,INE581501017,NSE,Unknown,EQ
SIRCA,SIRCA PAINT INDIA LIMITED,INE792Z01011,NSE,Unknown,BE
SIRIS,SIRIS LTD,INE375301012,NSE,Unknown,BE
SIS,SIS LIMITED,INE285J01028,NSE,Unknown,BE
SITASHREE,SITA SHREE FOOD PROD LTD,INE686I01011,NSE,Unknown,BE
SITINET,SITI NETWORKS LIMITED,INE965H01011,NSE,Unknown,BE
SIYSIL,SIYARAM SILK MILLS LTD,INE076B01028,NSE,Unknown,BE
SJLOGISTIC,S J LOGISTICS (INDIA) LTD,INE0F3301020,NSE,Unknown,SM
SJS,SJS ENTERPRISES LIMITED,INE284S01014,NSE,Unknown,BE
SJVN,SJVN LTD,INE002L01015,NSE,Unknown,BE
SKFINDIA,SKF INDIA LTD,INE640A01023,NSE,Unknown,BE
SKIL,SKIL INFRASTRUCTURE LTD.,INE429F01012,NSE,Unknown,BE
SKIPPER,SKIPPER LIMITED,INE439E01022,NSE,Unknown,BE
SKMEGGPROD,SKM EGG PROD-ROLL SETT,INE411D01015,NSE,Unknown,BE
SKP,SKP BEARING INDUSTRI. LTD,INE0KZA01016,NSE,Unknown,SM
SKSIND,SKS LTD,INE464901011,NSE,Unknown,EQ
SKSTEXTILE,S K S TEXTILES LIMITED,INE507Y01016,NSE,Unknown,SM
SKUMARSYNF,S KUMARS NATIONWIDE LTD,INE772A01016,NSE,Unknown,BE
SKYGOLD,SKY GOLD AND DIAMONDS LTD,INE01IU01018,NSE,Unknown,BE
SLONE,SLONE INFOSYSTEMS LIMITED,INE0SMA01017,NSE,Unknown,SM
SMALLCAP,MIRAEAMC - SMALLCAP,INF769K01LC3,NSE,Unknown,EQ
SMARTEN,SMARTEN POWER SYSTEMS LTD,INE14GK01016,NSE,Unknown,SM
SMARTLINK,SMARTLINK HOLDINGS LTD,INE178C01020,NSE,Unknown,BE
SMARTWORKS,SMARTWORKS COWORKING SP L,INE0NAZ01010,NSE,Unknown,BE
SMCGLOBAL,SMC GLOBAL SECURITIES LTD,INE103C01036,NSE,Unknown,BE
SMDYECHEM,SM DYECHEM LTD .,INE620A01017,NSE,Unknown,BE
SML100CASE,ZERODHAAMC - SML100CASE,INF0R8F01141,NSE,Unknown,EQ
SMLISUZU,SML ISUZU LIMITED,INE294B01019,NSE,Unknown,BE
SMLT,SARTHAK METALS LIMITED,INE017W01010,NSE,Unknown,BE
SMPL,SPLENDID METAL PRODUCTS L,INE215G01021,NSE,Unknown,BE
SMSLIFE,SMS LIFESCIENCES (I) LTD,INE320X01016,NSE,Unknown,BE
SMSPHARMA,SMS PHARMACEUTICALS LTD.,INE812G01025,NSE,Unknown,BE
SMVD,SMVD POLY PACK LIMITED,INE702Y01013,NSE,Unknown,SM
SNEHAA,SNEHAA ORGANICS LIMITED,INE1OIC01018,NSE,Unknown,SM
SNEHAIND,SNEHADHARA INDUSTRIES LTD,INE377601013,NSE,Unknown,EQ
SNOWMAN,SNOWMAN LOGISTICS LTD.,INE734N01019,NSE,Unknown,BE
SNXT30BEES,NIPPONAMC - SNXT30BEES,INF204KC1EZ3,NSE,Unknown,EQ
SOBHA,SOBHA LIMITED,INE671H01015,NSE,Unknown,BE
SOFTTECH,SOFTTECH ENGINEERS LTD,INE728Z01015,NSE,Unknown,BE
SOLARA,SOLARA ACTIVE PHA SCI LTD,INE624Z01016,NSE,Unknown,BE
SOLARINDS,SOLAR INDUSTRIES (I) LTD,INE343H01029,NSE,Unknown,BE
SOLARSNIND,SOLARSON INDUSTRIES LTD,INE378101013,NSE,Unknown,EQ
SOLARWORLD,SOLARWORLD ENERGY SOL LTD,INE0TY101024,NSE,Unknown,BE
SOLEX,SOLEX ENERGY LIMITED,INE880Y01017,NSE,Unknown,SM
SOLPHARMA,SOL PHARMA LTD,INE377901017,NSE,Unknown,BE
SOMANISWIS,SOMANI SWISS INDS LTD,INE581001018,NSE,Unknown,EQ
SOMANYCERA,SOMANY CERAMICS LIMITED,INE355A01028,NSE,Unknown,BE
SOMATEX,SOMA TEXTILEI NDUSTRIES L,INE314C01013,NSE,Unknown,BE
SOMDUTTFIN,SOM DUTT FIN. CORP. LTD,INE378501014,NSE,Unknown,EQ
SOMICONVEY,SOMI CONVEYOR BELT. LTD.,INE323J01019,NSE,Unknown,BE
SOMKMARINE,SOMKAN MARINE FOODS LTD,INE373101018,NSE,Unknown,EQ
SONACOMS,SONA BLW PRECISION FRGS L,INE073K01018,NSE,Unknown,BE
SONAMAC,SONA MACHINERY LIMITED,INE0Q6H01012,NSE,Unknown,SM
SONAMCLOCK,SONAM CLOCK LIMITED,INE00LM01011,NSE,Unknown,SM
SONAMLTD,SONAM LIMITED,INE00LM01029,NSE,Unknown,BE
SONATSOFTW,SONATA SOFTWARE LTD,INE269A01021,NSE,Unknown,BE
SONISOYA,SONI SOYA PRODUCTS LTD.,INE301Z01011,NSE,Unknown,SM
SONUINFRA,SONU INFRATECH LIMITED,INE0JZA01018,NSE,Unknown,SM
SORILINFRA,SORIL INFRA RESOURCES LTD,INE034H01016,NSE,Unknown,BE
SOTAC,SOTAC PHARMACEUTICALS LTD,INE0O2D01012,NSE,Unknown,SM
SOTL,SAVITA OIL TECHNOLO. LTD,INE035D01020,NSE,Unknown,BE
SOUTHBANK,THE SOUTH INDIAN BANK LTD,INE683A01023,NSE,Unknown,BE
SOUTHNHERB,SOUTHERN HERBALS LTD.,INE001C01016,NSE,Unknown,BE
SOUTHWEST,SOUTH WEST PINNACLE LTD,INE980Y01015,NSE,Unknown,BE
SPAL,S. P. APPARELS LIMITED,INE212I01016,NSE,Unknown,BE
SPANDANA,SPANDANA SPHOORTY FIN LTD,INE572J01011,NSE,Unknown,BE
SPARC,SUN PHARMA ADV.RES.CO.LTD,INE232I01014,NSE,Unknown,BE
SPARTEK,SPARTEK CERAMICS (I) LTD,INE370101011,NSE,Unknown,EQ
SPCENET,SPACENET ENTERS IND LTD,INE970N01027,NSE,Unknown,BE
SPCL,SHIVALIC POWER CONTROL L,INE0T7B01010,NSE,Unknown,SM
SPECIALITY,SPECIALITY REST LTD,INE247M01014,NSE,Unknown,BE
SPECIALSTL,TATA SSL LTD.,INE675A01011,NSE,Unknown,BE
SPECTRUM,SPECTRUM ELECTRIC IND LTD,INE01EO01010,NSE,Unknown,BE
SPECTSTM,SPECTRUM TALENT MGMT LTD,INE0OL001018,NSE,Unknown,SM
SPENCERS,SPENCER S RETAIL LIMITED,INE020801028,NSE,Unknown,BE
SPENTEX,SPENTEX IND. LTD,INE376C01020,NSE,Unknown,BE
SPIC,SPIC LTD,INE147A01011,NSE,Unknown,BE
SPICEJET,SPICEJET LIMITED,INE285B01017,NSE,Unknown,BE
SPICELEC,SPEL SEMICONDUCTOR LTD,INE252A01019,NSE,Unknown,BE
SPICFINE,HENKEL SPIC (I) LTD DEPO,INE902A01019,NSE,Unknown,BE
SPLIL,SPL INDUSTRIES LIMITED,INE978G01016,NSE,Unknown,BE
SPLPETRO,SUPREME PETROCHEM LIMITED,INE663A01033,NSE,Unknown,BE
SPMLINFRA,SPML INFRA LIMITED,INE937A01023,NSE,Unknown,BE
SPORTKING,SPORTKING INDIA LIMITED,INE885H01029,NSE,Unknown,BE
SPPPOLY,SPP POLYMER LIMITED,INE0QR801013,NSE,Unknown,SM
SPRL,SP REFRACTORIES LIMITED,INE0JW501011,NSE,Unknown,SM
SPTL,SINTEX PLASTICS TECH LTD,INE501W01021,NSE,Unknown,BE
SPUNWEB,SPUNWEB NONWOVEN LIMITED,INE19QH01010,NSE,Unknown,SM
SRD,SHANKAR LAL RAMPAL LTD,INE01NE01012,NSE,Unknown,BE
SREEL,SREELEATHERS LIMITED,INE099F01013,NSE,Unknown,BE
SREERAYALK,SREERAYALASEEMA-ROL SETT,INE284B01010,NSE,Unknown,BE
SREINFRA,SREI INFRASTRUCTURE FINAN,INE872A01014,NSE,Unknown,BE
SRF,SRF LIMITED - DEPO,INE647A01010,NSE,Unknown,BE
SRFFINANCE,GE CAPITAL TRANS. FIN SER,INE366201015,NSE,Unknown,EQ
SRGHFL,SRG HOUSING FINANCE L,INE559N01010,NSE,Unknown,BE
SRHHYPOLTD,SREE RAYALSEEMA HHP LTD.,INE917H01012,NSE,Unknown,BE
SRIMANORG,SRIMAN ORGANIC CHEMICAL I,INE367801011,NSE,Unknown,EQ
SRIPIPES,SRIKALAHASTHI PIPES LTD,INE943C01027,NSE,Unknown,BE
SRIRAM,SHRI RAM SWITCHGEARS LTD,INE634W01012,NSE,Unknown,SM
SRISARALOY,SHRI ISHAR ALLOY STEELS L,INE298001012,NSE,Unknown,EQ
SRISHTIVID,SRISHTI VIDEOCORP LTD,INE368301011,NSE,Unknown,EQ
SRIVASAVI,SRIVASAVI ADHESIVE TAPE L,INE0NPI01014,NSE,Unknown,SM
SRIVISHCEM,SRI VISHNU CEMENT LTD,INE286B01015,NSE,Unknown,BE
SRM,SRM CONTRACTORS LIMITED,INE0R6Z01013,NSE,Unknown,BE
SRPL,SHREE RAM PROTEINS LTD.,INE008Z01020,NSE,Unknown,BE
SRPL,SHREE RAM PROTEINS LTD.,INE008Z01012,NSE,Unknown,SM
SRSLTD,SRS LIMITED,INE219H01039,NSE,Unknown,BE
SSDL,SARASWATI SAREE DEPOT LTD,INE0PQ101010,NSE,Unknown,BE
SSEGL,SATHLOKHAR SYN E&C GLOB L,INE0RFP01011,NSE,Unknown,SM
SSFL,SRIVARI SPICES N FOODS L,INE0ON201012,NSE,Unknown,SM
SSIND,S&S INDUSTRIES & ENTERPRI,INE464301014,NSE,Unknown,EQ
SSINFRA,S S INFRA DEVP CONSL LTD,INE182Z01015,NSE,Unknown,SM
SSISPAT,SINGHAL SWAROOP ISPAT LTD,INE578901014,NSE,Unknown,EQ
SSLFINANCE,ARCHANA SOFTWARE LTD-DEPO,INE149B01015,NSE,Unknown,BE
SSPOWER,S&S POWER SWITCHGEARS,INE902B01017,NSE,Unknown,BE
SSWL,STEEL STRIPS WHEELS LTD.,INE802C01033,NSE,Unknown,BE
STALLION,STALLION IND FLUOROCHEM L,INE0RYC01010,NSE,Unknown,BE
STANDRDBAT,STANDARD BATTERIES LTD,INE466001018,NSE,Unknown,EQ
STANLEY,STANLEY LIFESTYLES LTD,INE01A001028,NSE,Unknown,BE
STAR,STRIDES PHARMA SCI LTD,INE939A01011,NSE,Unknown,BE
STARCEMENT,STAR CEMENT LIMITED,INE460H01021,NSE,Unknown,BE
STARHEALTH,STAR HEALTH & AL INS CO L,INE575P01011,NSE,Unknown,BE
STARPAPER,STAR PAPER MILLS LTD,INE733A01018,NSE,Unknown,BE
STARTECK,STARTECK FINANCE LIMITED,INE992I01013,NSE,Unknown,BE
STCINDIA,THE STATE TRADING CORPN,INE655A01013,NSE,Unknown,BE
STEELCAS,STEELCAST LIMITED,INE124E01038,NSE,Unknown,BE
STEELCITY,STEEL CITY SECURITIES LTD,INE395H01011,NSE,Unknown,BE
STEELCOGUJ,STEELCO GUJARAT LTD,INE365201016,NSE,Unknown,EQ
STEELXIND,STEEL EXCHANGE INDIA LTD,INE503B01021,NSE,Unknown,BE
STEL,STEL HOLDINGS LIMITED,INE577L01016,NSE,Unknown,BE
STERLINBIO,STERLING BIOTEC LTD,INE324C01038,NSE,Unknown,BE
STERLINHOL,STERLING HOLIDAY RESORTS,INE359901019,NSE,Unknown,EQ
STERTOOLS,STERLING TOOLS LIMITED,INE334A01023,NSE,Unknown,BE
STILBENCHM,STILBENE CHEMICALS LTD,INE361301018,NSE,Unknown,EQ
STINDIA,STI INDIA LTD,INE090C01019,NSE,Unknown,BE
STLNETWORK,STL NETWORKS LIMITED,INE1VXE01018,NSE,Unknown,BE
STLTECH,STERLITE TECHNOLOGIES LTD,INE089C01029,NSE,Unknown,BE
STOVEKRAFT,STOVE KRAFT LIMITED,INE00IN01015,NSE,Unknown,BE
STUDIOLSD,STUDIO LSD LIMITED,INE17VO01028,NSE,Unknown,SM
STYL,SESHAASAI TECHNOLOGIES L,INE04VU01023,NSE,Unknown,BE
STYLAMIND,STYLAM INDUSTRIES LIMITED,INE239C01020,NSE,Unknown,BE
STYLEBAAZA,BAAZAR STYLE RETAIL LTD,INE01FR01028,NSE,Unknown,BE
STYRENIX,STYRENIX PERFORMANCE LTD,INE189B01011,NSE,Unknown,BE
SUASHDIMON,SUASHISH DIAMONDS LTD.,INE658A01017,NSE,Unknown,BE
SUBCAPCITY,INTERNATIONAL CONST LTD,INE845C01016,NSE,Unknown,BE
SUBEX,SUBEX LIMITED,INE754A01014,NSE,Unknown,BE
SUBEXLTD,SUBEX LTD,INE754A01055,NSE,Unknown,BE
SUBROS,SUBROS LIMITED,INE287B01021,NSE,Unknown,BE
SUDARSCHEM,SUDARSHAN CHEM IND LTD,INE659A01023,NSE,Unknown,BE
SUDITIND,SUDITI INDUSTRIES LTD,INE583901017,NSE,Unknown,EQ
SUJANAUNI,SUJANA UNI. INDS. LTD.,INE216G01011,NSE,Unknown,BE
SUKHJITS,SUKHJIT STARCH & CHEM LTD,INE450E01029,NSE,Unknown,BE
SULA,SULA VINEYARDS LIMITED,INE142Q01026,NSE,Unknown,BE
SULZER,SULZERINDIALTD,INE297C01010,NSE,Unknown,BE
SUMANMOTEL,SUMANMOTEL - DEPO,INE723A01019,NSE,Unknown,BE
SUMEETINDS,SUMEET IND LIMITED,INE235C01028,NSE,Unknown,BE
SUMEETMACH,SUMEET MACHINES LTD,INE466301012,NSE,Unknown,EQ
SUMICHEM,SUMITOMO CHEM INDIA LTD,INE258G01013,NSE,Unknown,BE
SUMIT,SUMIT WOODS LIMITED,INE748Z01013,NSE,Unknown,BE
SUMMITSEC,SUMMIT SECURITIES LTD,INE519C01017,NSE,Unknown,BE
SUNCLAY,SUNDARAM CLAYTON LIMITED,INE0Q3R01026,NSE,Unknown,BE
SUNDARAM,SUNDARAM MULTI PAP LTD,INE108E01023,NSE,Unknown,BE
SUNDARMFIN,SUNDARAM FINANCE LTD,INE660A01013,NSE,Unknown,BE
SUNDARMHLD,SUNDARAM FINANCE HOLD LTD,INE202Z01029,NSE,Unknown,BE
SUNDRMBRAK,SUNDARAMBRAKE LININGS LTD,INE073D01013,NSE,Unknown,BE
SUNDRMFAST,SUNDRAM FASTENERS LTD,INE387A01021,NSE,Unknown,BE
SUNDROP,SUNDROP BRANDS LIMITED,INE209A01019,NSE,Unknown,BE
SUNFLAG,SUNFLAG IRON AND STEEL CO,INE947A01014,NSE,Unknown,BE
SUNILHITEC,SUNIL HITECH ENGR. LTD,INE305H01028,NSE,Unknown,BE
SUNLITE,SUNLITE RECYCLING IND LTD,INE0U2N01013,NSE,Unknown,SM
SUNPHARMA,SUN PHARMACEUTICAL IND L,INE044A01036,NSE,Unknown,BE
SUNREST,SUNREST LIFESCIENCE LTD,INE0PLZ01012,NSE,Unknown,SM
SUNRISESEC,SUNRISE SECURITIES LTD,INE358801012,NSE,Unknown,EQ
SUNSTRCHEM,SUNSTAR CHEMICALS LTD,INE387401016,NSE,Unknown,EQ
SUNTECH,SUNTECH INFRA SOLUTIONS L,INE0SGZ01016,NSE,Unknown,SM
SUNTECK,SUNTECK REALTY LIMITED,INE805D01034,NSE,Unknown,BE
SUNTV,SUN TV NETWORK LIMITED,INE424H01027,NSE,Unknown,BE
SUPERHOUSE,SUPERHOUSE LIMITED,INE712B01010,NSE,Unknown,BE
SUPERSALES,SUPER SALES AGENCIES LTD,INE359401010,NSE,Unknown,EQ
SUPERSPIN,SUPER SPINNING MILLS LTD,INE662A01027,NSE,Unknown,BE
SUPPETRO,SUPREME PETROCHEMICALS LT,INE663A01017,NSE,Unknown,BE
SUPRAJIT,SUPRAJIT ENGINEERING LTD,INE399C01030,NSE,Unknown,BE
SUPREME,SUPREME HOLDIN N HOSP I L,INE822E01011,NSE,Unknown,BE
SUPREMEENG,SUPREME ENGINEERING LTD,INE319Z01021,NSE,Unknown,BE
SUPREMEENG,SUPREME ENGINEERING LTD,INE319Z01013,NSE,Unknown,SM
SUPREMEIND,SUPREME IND. DEPO SETT.,INE195A01028,NSE,Unknown,BE
SUPREMEINF,SUPREME INFRA. LTD.,INE550H01011,NSE,Unknown,BE
SUPREMEPWR,SUPREME POWER EQUIPMENT L,INE0QHG01026,NSE,Unknown,SM
SUPRIYA,SUPRIYA LIFESCIENCE LTD,INE07RO01027,NSE,Unknown,BE
SURAJEST,SURAJ ESTATE DEVELOPERS L,INE843S01025,NSE,Unknown,BE
SURAJLTD,SURAJ LIMITED,INE713C01016,NSE,Unknown,BE
SURAKSHA,SURAKSHA DIAGNOSTIC LTD,INE877V01027,NSE,Unknown,BE
SURANACORP,SURANA CORPORATION LTD,INE357D01010,NSE,Unknown,BE
SURANASOL,SURANA SOLAR LIMITED,INE272L01022,NSE,Unknown,BE
SURANATP,SURANA TELECOM AND POW LT,INE130B01031,NSE,Unknown,BE
SURANI,SURANI STEEL TUBES LTD.,INE01ZJ01015,NSE,Unknown,SM
SURYAGROIL,SURYAAGROIL-ROLL SETT,INE780B01017,NSE,Unknown,BE
SURYALAXMI,SURYALAKSHMI COT MIL LTD,INE713B01026,NSE,Unknown,BE
SURYAROSNI,SURYA ROSHNI LTD.,INE335A01020,NSE,Unknown,BE
SURYODAY,SURYODAY SMALL FIN BK LTD,INE428Q01011,NSE,Unknown,BE
SURYVANSPG,SURYAVANSHI SPG MILLS LTD,INE350301011,NSE,Unknown,EQ
SUTLEJTEX,SUTLEJ TEXT & INDUS LTD,INE645H01027,NSE,Unknown,BE
SUULD,SUUMAYA INDUSTRIES LTD,INE591Q01016,NSE,Unknown,BE
SUVARNAQUA,SUVARNA AQUA FARMS AND EX,INE350901018,NSE,Unknown,EQ
SUVEN,SUVEN LIFE SCIENCES LTD,INE495B01038,NSE,Unknown,BE
SUVIDHAA,SUVIDHAA INFOSERVE LTD,INE018401013,NSE,Unknown,BE
SUYOG,SUYOG TELEMATICS LIMITED,INE442P01014,NSE,Unknown,BE
SUZLON,SUZLON ENERGY LIMITED,INE040H01021,NSE,Unknown,BE
SUZLONFIBR,SUZLON FIBRES LTD,INE351201012,NSE,Unknown,EQ
SVADMILLS,SVADESHI MILLS CO LTD,INE466401010,NSE,Unknown,EQ
SVLL,SHREE VASU LOGISTICS LTD,INE00CE01017,NSE,Unknown,BE
